597,71991,Product replacement or account refund processed,Complete,Rejected
599,70502,Product replacement or account refund processed,Complete,Rejected
602,67247,Product replacement or account refund processed,Complete,Rejected
603,56390,Product replacement or account refund processed,Complete,Rejected
604,71846,Product replacement or account refund processed,Complete,Rejected
607,50942,Product replacement or account refund processed,Complete,Rejected
609,68215,Product replacement or account refund processed,Complete,Rejected
611,83403,Product replacement or account refund processed,Complete,Rejected
612,53252,Product replacement or account refund processed,Complete,Rejected
614,18004,Product replacement or account refund processed,Complete,Rejected
616,57002,Product replacement or account refund processed,Complete,Rejected
620,99681,Product replacement or account refund processed,Complete,Rejected
622,68690,Product replacement or account refund processed,Complete,Rejected
624,43141,Product replacement or account refund processed,Complete,Rejected
627,32046,Product replacement or account refund processed,Complete,Rejected
628,85619,Product replacement or account refund processed,Complete,Rejected
629,17573,Product replacement or account refund processed,Complete,Rejected
630,9433,Product replacement or account refund processed,Complete,Rejected
634,23678,Product replacement or account refund processed,Complete,Rejected
635,81088,Product replacement or account refund processed,Complete,Rejected
636,31994,Product replacement or account refund processed,Complete,Rejected
638,68582,Product replacement or account refund processed,Complete,Rejected
639,2906,Product replacement or account refund processed,Complete,Rejected
640,300,Product replacement or account refund processed,Complete,Rejected
644,52580,Product replacement or account refund processed,Complete,Rejected
645,26940,Product replacement or account refund processed,Complete,Rejected
648,23115,Product replacement or account refund processed,Complete,Rejected
653,50588,Product replacement or account refund processed,Complete,Rejected
654,26400,Product replacement or account refund processed,Complete,Rejected
658,75357,Product replacement or account refund processed,Complete,Rejected
659,18822,Product replacement or account refund processed,Complete,Rejected
661,47395,Product replacement or account refund processed,Complete,Rejected
664,87715,Product replacement or account refund processed,Complete,Rejected
665,84831,Product replacement or account refund processed,Complete,Rejected
666,93211,Product replacement or account refund processed,Complete,Rejected
667,71478,Product replacement or account refund processed,Complete,Rejected
670,71933,Product replacement or account refund processed,Complete,Rejected
672,79456,Product replacement or account refund processed,Complete,Rejected
675,373,Product replacement or account refund processed,Complete,Rejected
679,50322,Product replacement or account refund processed,Complete,Rejected
685,28010,Product replacement or account refund processed,Complete,Rejected
686,85715,Product replacement or account refund processed,Complete,Rejected
687,88645,Product replacement or account refund processed,Complete,Rejected
688,22876,Product replacement or account refund processed,Complete,Rejected
691,65138,Product replacement or account refund processed,Complete,Rejected
693,92646,Product replacement or account refund processed,Complete,Rejected
695,67508,Product replacement or account refund processed,Complete,Rejected
697,46417,Product replacement or account refund processed,Complete,Rejected
707,73601,Product replacement or account refund processed,Complete,Rejected
714,85445,Product replacement or account refund processed,Complete,Rejected
715,96833,Product replacement or account refund processed,Complete,Rejected
716,26194,Product replacement or account refund processed,Complete,Rejected
719,13188,Product replacement or account refund processed,Complete,Rejected
721,44683,Product replacement or account refund processed,Complete,Rejected
725,10733,Product replacement or account refund processed,Complete,Rejected
727,4444,Product replacement or account refund processed,Complete,Rejected
732,7190,Product replacement or account refund processed,Complete,Rejected
733,44558,Product replacement or account refund processed,Complete,Rejected
734,13751,Product replacement or account refund processed,Complete,Rejected
735,17147,Product replacement or account refund processed,Complete,Rejected
736,24414,Product replacement or account refund processed,Complete,Rejected
737,16920,Product replacement or account refund processed,Complete,Rejected
743,3050,Product replacement or account refund processed,Complete,Rejected
744,48529,Product replacement or account refund processed,Complete,Rejected
746,8461,Product replacement or account refund processed,Complete,Rejected
748,64530,Product replacement or account refund processed,Complete,Rejected
750,96971,Product replacement or account refund processed,Complete,Rejected
752,69928,Product replacement or account refund processed,Complete,Rejected
753,28133,Product replacement or account refund processed,Complete,Rejected
754,30881,Product replacement or account refund processed,Complete,Rejected
755,51937,Product replacement or account refund processed,Complete,Rejected
756,34090,Product replacement or account refund processed,Complete,Rejected
758,20111,Product replacement or account refund processed,Complete,Rejected
760,35183,Product replacement or account refund processed,Complete,Rejected
761,99099,Product replacement or account refund processed,Complete,Rejected
764,26840,Product replacement or account refund processed,Complete,Rejected
765,25687,Product replacement or account refund processed,Complete,Rejected
767,79026,Product replacement or account refund processed,Complete,Rejected
769,7889,Product replacement or account refund processed,Complete,Rejected
771,41510,Product replacement or account refund processed,Complete,Rejected
775,71602,Product replacement or account refund processed,Complete,Rejected
776,30016,Product replacement or account refund processed,Complete,Rejected
778,27733,Product replacement or account refund processed,Complete,Rejected
779,15781,Product replacement or account refund processed,Complete,Rejected
782,40166,Product replacement or account refund processed,Complete,Rejected
783,31237,Product replacement or account refund processed,Complete,Rejected
787,22983,Product replacement or account refund processed,Complete,Rejected
788,75930,Product replacement or account refund processed,Complete,Rejected
791,29965,Product replacement or account refund processed,Complete,Rejected
793,20891,Product replacement or account refund processed,Complete,Rejected
795,71835,Product replacement or account refund processed,Complete,Rejected
796,31868,Product replacement or account refund processed,Complete,Rejected
797,81570,Product replacement or account refund processed,Complete,Rejected
798,59141,Product replacement or account refund processed,Complete,Rejected
800,10622,Product replacement or account refund processed,Complete,Rejected
806,71483,Product replacement or account refund processed,Complete,Rejected
808,72213,Product replacement or account refund processed,Complete,Rejected
811,26596,Product replacement or account refund processed,Complete,Rejected
812,82426,Product replacement or account refund processed,Complete,Rejected
813,94597,Product replacement or account refund processed,Complete,Rejected
814,11841,Product replacement or account refund processed,Complete,Rejected
818,61757,Product replacement or account refund processed,Complete,Rejected
819,23434,Product replacement or account refund processed,Complete,Rejected
826,33592,Product replacement or account refund processed,Complete,Rejected
828,67739,Product replacement or account refund processed,Complete,Rejected
829,27532,Product replacement or account refund processed,Complete,Rejected
830,57192,Product replacement or account refund processed,Complete,Rejected
832,79042,Product replacement or account refund processed,Complete,Rejected
835,73804,Product replacement or account refund processed,Complete,Rejected
851,8467,Product replacement or account refund processed,Complete,Rejected
853,20404,Product replacement or account refund processed,Complete,Rejected
855,40365,Product replacement or account refund processed,Complete,Rejected
856,96766,Product replacement or account refund processed,Complete,Rejected
857,63376,Product replacement or account refund processed,Complete,Rejected
865,30789,Product replacement or account refund processed,Complete,Rejected
869,19126,Product replacement or account refund processed,Complete,Rejected
871,65586,Product replacement or account refund processed,Complete,Rejected
872,48998,Product replacement or account refund processed,Complete,Rejected
874,53698,Product replacement or account refund processed,Complete,Rejected
879,17878,Product replacement or account refund processed,Complete,Rejected
880,38666,Product replacement or account refund processed,Complete,Rejected
882,19152,Product replacement or account refund processed,Complete,Rejected
883,48443,Product replacement or account refund processed,Complete,Rejected
886,12685,Product replacement or account refund processed,Complete,Rejected
890,57901,Product replacement or account refund processed,Complete,Rejected
891,26970,Product replacement or account refund processed,Complete,Rejected
892,14947,Product replacement or account refund processed,Complete,Rejected
893,6481,Product replacement or account refund processed,Complete,Rejected
894,37144,Product replacement or account refund processed,Complete,Rejected
897,96771,Product replacement or account refund processed,Complete,Rejected
898,94490,Product replacement or account refund processed,Complete,Rejected
901,55913,Product replacement or account refund processed,Complete,Rejected
906,46339,Product replacement or account refund processed,Complete,Rejected
907,45237,Product replacement or account refund processed,Complete,Rejected
909,19509,Product replacement or account refund processed,Complete,Rejected
912,75619,Product replacement or account refund processed,Complete,Rejected
914,51989,Product replacement or account refund processed,Complete,Rejected
921,79230,Product replacement or account refund processed,Complete,Rejected
922,49916,Product replacement or account refund processed,Complete,Rejected
926,83496,Product replacement or account refund processed,Complete,Rejected
928,19265,Product replacement or account refund processed,Complete,Rejected
934,79762,Product replacement or account refund processed,Complete,Rejected
936,43068,Product replacement or account refund processed,Complete,Rejected
939,47714,Product replacement or account refund processed,Complete,Rejected
942,52181,Product replacement or account refund processed,Complete,Rejected
946,8375,Product replacement or account refund processed,Complete,Rejected
951,38228,Product replacement or account refund processed,Complete,Rejected
952,78733,Product replacement or account refund processed,Complete,Rejected
956,6827,Product replacement or account refund processed,Complete,Rejected
959,3100,Product replacement or account refund processed,Complete,Rejected
960,87025,Product replacement or account refund processed,Complete,Rejected
961,6208,Product replacement or account refund processed,Complete,Rejected
964,3453,Product replacement or account refund processed,Complete,Rejected
965,43272,Product replacement or account refund processed,Complete,Rejected
966,21934,Product replacement or account refund processed,Complete,Rejected
970,13612,Product replacement or account refund processed,Complete,Rejected
972,56625,Product replacement or account refund processed,Complete,Rejected
973,50129,Product replacement or account refund processed,Complete,Rejected
974,46738,Product replacement or account refund processed,Complete,Rejected
975,48921,Product replacement or account refund processed,Complete,Rejected
976,62436,Product replacement or account refund processed,Complete,Rejected
985,14360,Product replacement or account refund processed,Complete,Rejected
990,89873,Product replacement or account refund processed,Complete,Rejected
997,82653,Product replacement or account refund processed,Complete,Rejected
998,3360,Product replacement or account refund processed,Complete,Rejected
1003,40855,Product replacement or account refund processed,Complete,Rejected
1007,42091,Product replacement or account refund processed,Complete,Rejected
1009,20610,Product replacement or account refund processed,Complete,Rejected
1011,5820,Product replacement or account refund processed,Complete,Rejected
1012,6338,Product replacement or account refund processed,Complete,Rejected
1013,88247,Product replacement or account refund processed,Complete,Rejected
1015,95431,Product replacement or account refund processed,Complete,Rejected
1018,76444,Product replacement or account refund processed,Complete,Rejected
1020,24400,Product replacement or account refund processed,Complete,Rejected
1022,6167,Product replacement or account refund processed,Complete,Rejected
1024,55082,Product replacement or account refund processed,Complete,Rejected
1026,53500,Product replacement or account refund processed,Complete,Rejected
1030,76244,Product replacement or account refund processed,Complete,Rejected
1032,98212,Product replacement or account refund processed,Complete,Rejected
1036,52436,Product replacement or account refund processed,Complete,Rejected
1038,17597,Product replacement or account refund processed,Complete,Rejected
1040,19417,Product replacement or account refund processed,Complete,Rejected
1042,29705,Product replacement or account refund processed,Complete,Rejected
1047,5411,Product replacement or account refund processed,Complete,Rejected
1048,43960,Product replacement or account refund processed,Complete,Rejected
1051,69973,Product replacement or account refund processed,Complete,Rejected
1052,12329,Product replacement or account refund processed,Complete,Rejected
1053,97342,Product replacement or account refund processed,Complete,Rejected
1054,98322,Product replacement or account refund processed,Complete,Rejected
1057,97517,Product replacement or account refund processed,Complete,Rejected
1058,27564,Product replacement or account refund processed,Complete,Rejected
1059,55007,Product replacement or account refund processed,Complete,Rejected
1060,70932,Product replacement or account refund processed,Complete,Rejected
1061,88677,Product replacement or account refund processed,Complete,Rejected
1064,32060,Product replacement or account refund processed,Complete,Rejected
1065,82454,Product replacement or account refund processed,Complete,Rejected
1067,57718,Product replacement or account refund processed,Complete,Rejected
1071,52082,Product replacement or account refund processed,Complete,Rejected
1072,86233,Product replacement or account refund processed,Complete,Rejected
1073,93630,Product replacement or account refund processed,Complete,Rejected
1074,73603,Product replacement or account refund processed,Complete,Rejected
1075,6930,Product replacement or account refund processed,Complete,Rejected
1076,24141,Product replacement or account refund processed,Complete,Rejected
1077,53172,Product replacement or account refund processed,Complete,Rejected
1078,16105,Product replacement or account refund processed,Complete,Rejected
1080,84812,Product replacement or account refund processed,Complete,Rejected
1081,78288,Product replacement or account refund processed,Complete,Rejected
1082,87606,Product replacement or account refund processed,Complete,Rejected
1084,62291,Product replacement or account refund processed,Complete,Rejected
1085,4097,Product replacement or account refund processed,Complete,Rejected
1086,77893,Product replacement or account refund processed,Complete,Rejected
1089,32042,Product replacement or account refund processed,Complete,Rejected
1094,60711,Product replacement or account refund processed,Complete,Rejected
1095,3631,Product replacement or account refund processed,Complete,Rejected
1097,65009,Product replacement or account refund processed,Complete,Rejected
1098,77996,Product replacement or account refund processed,Complete,Rejected
1099,22959,Product replacement or account refund processed,Complete,Rejected
1100,91456,Product replacement or account refund processed,Complete,Rejected
1102,11414,Product replacement or account refund processed,Complete,Rejected
1103,44679,Product replacement or account refund processed,Complete,Rejected
1105,36579,Product replacement or account refund processed,Complete,Rejected
1107,73062,Product replacement or account refund processed,Complete,Rejected
1111,18379,Product replacement or account refund processed,Complete,Rejected
1112,33534,Product replacement or account refund processed,Complete,Rejected
1113,33609,Product replacement or account refund processed,Complete,Rejected
1115,57506,Product replacement or account refund processed,Complete,Rejected
1120,71090,Product replacement or account refund processed,Complete,Rejected
1121,71284,Product replacement or account refund processed,Complete,Rejected
1122,926,Product replacement or account refund processed,Complete,Rejected
1127,72710,Product replacement or account refund processed,Complete,Rejected
1129,52922,Product replacement or account refund processed,Complete,Rejected
1131,10419,Product replacement or account refund processed,Complete,Rejected
1132,18045,Product replacement or account refund processed,Complete,Rejected
1135,76408,Product replacement or account refund processed,Complete,Rejected
1137,10499,Product replacement or account refund processed,Complete,Rejected
1138,64413,Product replacement or account refund processed,Complete,Rejected
1140,31431,Product replacement or account refund processed,Complete,Rejected
1142,22377,Product replacement or account refund processed,Complete,Rejected
1143,96499,Product replacement or account refund processed,Complete,Rejected
1144,39877,Product replacement or account refund processed,Complete,Rejected
1146,87020,Product replacement or account refund processed,Complete,Rejected
1147,16094,Product replacement or account refund processed,Complete,Rejected
1150,10176,Product replacement or account refund processed,Complete,Rejected
1151,86378,Product replacement or account refund processed,Complete,Rejected
1153,81929,Product replacement or account refund processed,Complete,Rejected
1155,77672,Product replacement or account refund processed,Complete,Rejected
1156,52248,Product replacement or account refund processed,Complete,Rejected
1158,39162,Product replacement or account refund processed,Complete,Rejected
1159,22639,Product replacement or account refund processed,Complete,Rejected
1168,39398,Product replacement or account refund processed,Complete,Rejected
1169,65939,Product replacement or account refund processed,Complete,Rejected
1170,30359,Product replacement or account refund processed,Complete,Rejected
1172,20265,Product replacement or account refund processed,Complete,Rejected
1173,32499,Product replacement or account refund processed,Complete,Rejected
1176,68487,Product replacement or account refund processed,Complete,Rejected
1181,48269,Product replacement or account refund processed,Complete,Rejected
1185,73402,Product replacement or account refund processed,Complete,Rejected
1186,86150,Product replacement or account refund processed,Complete,Rejected
1189,25774,Product replacement or account refund processed,Complete,Rejected
1191,85612,Product replacement or account refund processed,Complete,Rejected
1198,13445,Product replacement or account refund processed,Complete,Rejected
1210,1333,Product replacement or account refund processed,Complete,Rejected
1211,77954,Product replacement or account refund processed,Complete,Rejected
1213,55316,Product replacement or account refund processed,Complete,Rejected
1217,81173,Product replacement or account refund processed,Complete,Rejected
1223,56667,Product replacement or account refund processed,Complete,Rejected
1225,89434,Product replacement or account refund processed,Complete,Rejected
1226,72534,Product replacement or account refund processed,Complete,Rejected
1232,83714,Product replacement or account refund processed,Complete,Rejected
1235,35271,Product replacement or account refund processed,Complete,Rejected
1237,33005,Product replacement or account refund processed,Complete,Rejected
1239,15271,Product replacement or account refund processed,Complete,Rejected
1244,8142,Product replacement or account refund processed,Complete,Rejected
1246,86146,Product replacement or account refund processed,Complete,Rejected
1254,22631,Product replacement or account refund processed,Complete,Rejected
1256,27080,Product replacement or account refund processed,Complete,Rejected
1257,5474,Product replacement or account refund processed,Complete,Rejected
1261,42686,Product replacement or account refund processed,Complete,Rejected
1264,69157,Product replacement or account refund processed,Complete,Rejected
1265,90470,Product replacement or account refund processed,Complete,Rejected
1270,34167,Product replacement or account refund processed,Complete,Rejected
1271,50301,Product replacement or account refund processed,Complete,Rejected
1274,49603,Product replacement or account refund processed,Complete,Rejected
1275,88466,Product replacement or account refund processed,Complete,Rejected
1277,58004,Product replacement or account refund processed,Complete,Rejected
1278,52139,Product replacement or account refund processed,Complete,Rejected
1280,7577,Product replacement or account refund processed,Complete,Rejected
1282,59887,Product replacement or account refund processed,Complete,Rejected
1285,84266,Product replacement or account refund processed,Complete,Rejected
1286,53777,Product replacement or account refund processed,Complete,Rejected
1287,69043,Product replacement or account refund processed,Complete,Rejected
1288,9138,Product replacement or account refund processed,Complete,Rejected
1289,36526,Product replacement or account refund processed,Complete,Rejected
1292,40156,Product replacement or account refund processed,Complete,Rejected
1294,56987,Product replacement or account refund processed,Complete,Rejected
1295,29690,Product replacement or account refund processed,Complete,Rejected
1299,48427,Product replacement or account refund processed,Complete,Rejected
1302,12738,Product replacement or account refund processed,Complete,Rejected
1303,41516,Product replacement or account refund processed,Complete,Rejected
1308,94398,Product replacement or account refund processed,Complete,Rejected
1310,86072,Product replacement or account refund processed,Complete,Rejected
1312,93141,Product replacement or account refund processed,Complete,Rejected
